categoria,titulo,valor,img
Tablet, Tablet Samsung Galaxy Tab S9 Ultra 512GB 12GB RAM Tela Imersiva de 14.6, 4.959.20, Tablet Samsung Galaxy Tab S9 Ultra 512GB 12GB RAM Tela Imersiva de 14.6.png
Tablet, Tablet Samsung A9 EE 64GB 4G WiFi Tela de 8.7 Android 13 Grafite - SM-X115NZAAL05, 979.99, Tablet Samsung A9 EE 64GB 4G WiFi Tela de 8.7 Android 13 Grafite - SM-X115NZAAL05.png
Tablet, Tablet Lenovo M9 9 64GB 4GB RAM Android 12 Octa-Core Wi-Fi, 809.10, Tablet Lenovo M9 9 64GB 4GB RAM Android 12 Octa-Core Wi-Fi.png
Tablet, Tablet Samsung Galaxy Tab S6 Lite com Caneta 104 64GB 4GB RAM Android 14 Exynos 1280 Wi-Fi, 1.889.10, Tablet Samsung Galaxy Tab S6 Lite com Caneta 104 64GB 4GB RAM Android 14 Exynos 1280 Wi-Fi.png
Tablet, Tablet Samsung Galaxy Tab A9 87 64GB 4GB RAM Android 13.0 Octa-core Wi-Fi 4G, 1.115.07, Tablet Samsung Galaxy Tab A9 87 64GB 4GB RAM Android 13.0 Octa-core Wi-Fi 4G.png
Tablet, Tablet Samsung Galaxy Tab S6 Lite com Caneta 104 64GB 4GB RAM Android 14 Exynos 1280 Wi-Fi, 1.799.10, Tablet Samsung Galaxy Tab S6 Lite com Caneta 104 64GB 4GB RAM Android 14 Exynos 1280 Wi-Fi.png
Tablet, Tablet Infantil Multilaser NB413 7” 64GB, 417.57, Tablet Infantil Multilaser NB413 7” 64GB.png
Tablet, Tablet Multi NB409 7 64GB 4GB RAM Android 13 Quad-Core Wi-Fi, 408.27, Tablet Multi NB409 7 64GB 4GB RAM Android 13 Quad-Core Wi-Fi.png
Tablet, Tablet Samsung Galaxy Tab S9 FE com Caneta 109 128GB 6GB RAM Android 14 Octa-Core Wi-Fi, 2.528.67, Tablet Samsung Galaxy Tab S9 FE com Caneta 109 128GB 6GB RAM Android 14 Octa-Core Wi-Fi.png
Tablet, Tablet Samsung GalaxyTab S9FE Grafite 10.9 WIFI 128 B 6GB RAM Camera 8MP e 2MP UW, 2.342.04, Tablet Samsung GalaxyTab S9FE Grafite 10.9 WIFI 128 B 6GB RAM Camera 8MP e 2MP UW.png
Tablet, Tablet Multi Mickey com Controle Parental 7 pol 4GB RAM 64GB Android 13 Quad Core + Case + Wi-fi - NB413, 606.54, Tablet Multi Mickey com Controle Parental 7 pol 4GB RAM 64GB Android 13 Quad Core + Case + Wi-fi - NB413.png
Tablet, Tablet Positivo Twist Tab+ Miraculous Lady Bug, 389.67, Tablet Positivo Twist Tab+ Miraculous Lady Bug.png
Tablet, Tablet M7 Wi-Fi 64Gb 4Gb Ram Nb409 + Capa com Teclado Gboard + Caneta Touch Incluso, 551.91, Tablet M7 Wi-Fi 64Gb 4Gb Ram Nb409 + Capa com Teclado Gboard + Caneta Touch Incluso.png
Tablet, Tablet Samsung Galaxy Tab A9+ 64GB 4GB RAM Tela Imersiva de 11 90Hz Camera Traseira 8MP WiFi Android 14 Grafite - SM-X210NZAAZTO, 1.149.99, Tablet Samsung Galaxy Tab A9+ 64GB 4GB RAM Tela Imersiva de 11 90Hz Camera Traseira 8MP WiFi Android 14 Grafite - SM-X210NZAAZTO.png
Tablet, Tablet Samsung Galaxy Tab S9 FE+ Wifi 128GB 8GB RAM Tela Imersiva de 12.4, 3.119.20, Tablet Samsung Galaxy Tab S9 FE+ Wifi 128GB 8GB RAM Tela Imersiva de 12.4.png
Tablet, Tablet Samsung Galaxy Tab A9+ 64GB 5G Wi-Fi Tela de 11 Android 14 4GB RAM Camera Traseira 8MP Bateria de 7.040mAh - SM-X216BZAAZTO, 1.249.99, Tablet Samsung Galaxy Tab A9+ 64GB 5G Wi-Fi Tela de 11 Android 14 4GB RAM Camera Traseira 8MP Bateria de 7.040mAh - SM-X216BZAAZTO.png
Tablet, Tablet Tela 11 Android 13 64GB 4GB RAM Samsung Galaxy Tab A9+ 5G Grafite SM-X216BZAAZTO, 1.169.10, Tablet Tela 11 Android 13 64GB 4GB RAM Samsung Galaxy Tab A9+ 5G Grafite SM-X216BZAAZTO.png
Tablet, Tablet Multi Kid Pad Plus 16GB 7” 3G/Wi-Fi, 352.47, Tablet Multi Kid Pad Plus 16GB 7” 3G/Wi-Fi.png
Tablet, Tablet Infantil Multilaser Vingadores Plus, 404.10, Tablet Infantil Multilaser Vingadores Plus.png
Tablet, Tablet Samsung Galaxy Tab S9 FE+ Wifi 128GB 8GB RAM Tela Imersiva de 12.4, 3.119.20, Tablet Samsung Galaxy Tab S9 FE+ Wifi 128GB 8GB RAM Tela Imersiva de 12.4.png
Tablet, Tablet Infantil Philco PTB7RSG3G KIDS com Capa 7”, 494.10, Tablet Infantil Philco PTB7RSG3G KIDS com Capa 7”.png
Tablet, Tablet Samsung Galaxy Tab S9 Ultra 512GB 12GB RAM Tela Imersiva de 14.6, 4.959.20, Tablet Samsung Galaxy Tab S9 Ultra 512GB 12GB RAM Tela Imersiva de 14.6.png
Tablet, Tablet Infantil Princesas 64GB 4GB Ram 7 Com Kids Space Android 13NB 418, 549.90, Tablet Infantil Princesas 64GB 4GB Ram 7 Com Kids Space Android 13NB 418.png
Tablet, Tablet M7 Wi-fi 64GB 4GB Ram 7 NB409 + Película e Caneta Touch, 479.90, Tablet M7 Wi-fi 64GB 4GB Ram 7 NB409 + Película e Caneta Touch.png
Tablet, Tablet Samsung Galaxy Tab A9+ Wi-Fi 64GB 4GB RAM Tela Imersiva de 11, 1.274.15, Tablet Samsung Galaxy Tab A9+ Wi-Fi 64GB 4GB RAM Tela Imersiva de 11.png
Tablet, Tablet Positivo Twist Tab Ladybug 2GB 64GB Tela 7” + com 2 capas, 379.00, Tablet Positivo Twist Tab Ladybug 2GB 64GB Tela 7” + com 2 capas.png
Tablet, Tablet Frozen II 64GB 4GB Ram 7 Com Kids Space Android 13 NB416 - Multilaser, 439.67, Tablet Frozen II 64GB 4GB Ram 7 Com Kids Space Android 13 NB416 - Multilaser.png
Tablet, Tablet Samsung Galaxy Tab S6 Lite com Caneta 104128GB 4GB RAM Android 13 Octa-Core Wi-Fi, 2.367.00, Tablet Samsung Galaxy Tab S6 Lite com Caneta 104128GB 4GB RAM Android 13 Octa-Core Wi-Fi.png
Tablet, Tablet Multilaser Patrulha Canina Chase 32gb Tela 7 Android 13 - NB403, 395.51, Tablet Multilaser Patrulha Canina Chase 32gb Tela 7 Android 13 - NB403.png
Tablet, Tablet Infantil Twist Tab Spider Man Tela 7 Wifi 64 GB Preto, 508.00, Tablet Infantil Twist Tab Spider Man Tela 7 Wifi 64 GB Preto.png
Tablet, Tablet Samsung Galaxy Tab A7 Lite Sm-t220 Tela 8.7 64gb Cinza, 1.007.00, Tablet Samsung Galaxy Tab A7 Lite Sm-t220 Tela 8.7 64gb Cinza.png
Tablet, Tablet Samsung Galaxy Tab A9+ 5G 64GB 4GB RAM Tela Imersiva de 11, 1.444.15, Tablet Samsung Galaxy Tab A9+ 5G 64GB 4GB RAM Tela Imersiva de 11.png
Tablet, Tablet Samsung Galaxy Tab A9 87 64GB 4GB RAM Android 13.0 Octa-core Wi-Fi - Samsung, 998.20, Tablet Samsung Galaxy Tab A9 87 64GB 4GB RAM Android 13.0 Octa-core Wi-Fi - Samsung.png
Tablet, Tablet Philco 7 3G Rosa PTB7SRG - Bivolt, 582.77, Tablet Philco 7 3G Rosa PTB7SRG - Bivolt.png
Tablet, Tablet Samsung Galaxy Tab A9 + WiFi Tela de 11 Polegadas 90Hz 64GB 4GB RAM Tela Grande 8MP Android 13, 1.169.99, Tablet Samsung Galaxy Tab A9 + WiFi Tela de 11 Polegadas 90Hz 64GB 4GB RAM Tela Grande 8MP Android 13.png
Tablet, Tablet Multi Minnie 64GB 4GB RAM 7 Polegadas Quad-Core, 408.85, Tablet Multi Minnie 64GB 4GB RAM 7 Polegadas Quad-Core.png
Tablet, Tablet Multi Kid Pad Plus 16GB 7” 3G/Wi-Fi, 352.47, Tablet Multi Kid Pad Plus 16GB 7” 3G/Wi-Fi.png
Tablet, Tablet Samsung Galaxy Tab S9+ 512GB 12GB RAM Tela Imersiva de 12.4, 4.479.20, Tablet Samsung Galaxy Tab S9+ 512GB 12GB RAM Tela Imersiva de 12.4.png
Tablet, Tablet Samsung Galaxy A7 Lite 87” Wi-Fi 64 GB - MediaTek MT8768T Câm. 8MP, 1.007.00, Tablet Samsung Galaxy A7 Lite 87” Wi-Fi 64 GB - MediaTek MT8768T Câm. 8MP.png
Tablet, Tablet Samsung Galaxy Tab S9 256GB 12GB RAM Tela Imersiva de 11.0, 4.159.20, Tablet Samsung Galaxy Tab S9 256GB 12GB RAM Tela Imersiva de 11.0.png
Tablet, Tablet Samsung Galaxy Tab S6 Lite 104128GB 4GB Com Caneta13 Octa-Core Preto, 2.369.00, Tablet Samsung Galaxy Tab S6 Lite 104128GB 4GB Com Caneta13 Octa-Core Preto.png
Tablet, Tablet NPad Pro 1036 8 Núcleos 16GB (8+8) RAM 128GB ROM 7500mAh Aceita Chip 4G Android 12 Dual Wi-fi BT5.0, 699.99, Tablet NPad Pro 1036 8 Núcleos 16GB (8+8) RAM 128GB ROM 7500mAh Aceita Chip 4G Android 12 Dual Wi-fi BT5.0.png
Tablet, Tablet Multilaser Disney Infantil 64gb 4 Ram Princesas Nb418, 441.51, Tablet Multilaser Disney Infantil 64gb 4 Ram Princesas Nb418.png
Tablet, Tablet Positivo Vision Tab 10 com Capa Teclado 4GB RAM 128GB 6000mAh 10.1 HD Wifi AC e 4G - Preto, 1.195.08, Tablet Positivo Vision Tab 10 com Capa Teclado 4GB RAM 128GB 6000mAh 10.1 HD Wifi AC e 4G - Preto.png
Tablet, Tablet Samsung Galaxy Tab S6 Lite 64GB 4GB RAM Tela Imersiva 10.4 Câmera Traseira 8MP Câmera Frontal 5MP Android 14, 1.799.99, Tablet Samsung Galaxy Tab S6 Lite 64GB 4GB RAM Tela Imersiva 10.4 Câmera Traseira 8MP Câmera Frontal 5MP Android 14.png
Tablet, Tablet Samsung Galaxy Tab S9 com Caneta 11”, 4.742.07, Tablet Samsung Galaxy Tab S9 com Caneta 11”.png
Tablet, Tablet Samsung Galaxy Tab S9 FE+ 5G 128GB 8GB RAM Tela Imersiva de 12.4, 3.519.20, Tablet Samsung Galaxy Tab S9 FE+ 5G 128GB 8GB RAM Tela Imersiva de 12.4.png
Tablet, Tablet Philco 7 3G Cinza PTB7SSG - Bivolt, 568.56, Tablet Philco 7 3G Cinza PTB7SSG - Bivolt.png
Tablet, Tablet Samsung Galaxy Tab S6 Lite (2024) 64GB 4GB RAM Tela de 10.4 Câmera Traseira 8MP Câmera frontal de 5MP Wifi Android 14, 1.954.15, Tablet Samsung Galaxy Tab S6 Lite (2024) 64GB 4GB RAM Tela de 10.4 Câmera Traseira 8MP Câmera frontal de 5MP Wifi Android 14.png
Tablet, Tablet Samsung Galaxy Tab A SM- T295 32GB 8.0 4G - Preto, 998.20, Tablet Samsung Galaxy Tab A SM- T295 32GB 8.0 4G - Preto.png
Tablet, Tablet Tela 9 Android 12 Wi-Fi 64GB 4GB RAM Lenovo Tab M9 Octa-Core ZAC30198BR Prata, 836.10, Tablet Tela 9 Android 12 Wi-Fi 64GB 4GB RAM Lenovo Tab M9 Octa-Core ZAC30198BR Prata.png
Tablet, Tablet Infantil Multilaser NB414 7” 64GB 4GB RAM Android 13 Go Edition Quad Core Wi-Fi, 441.51, Tablet Infantil Multilaser NB414 7” 64GB 4GB RAM Android 13 Go Edition Quad Core Wi-Fi.png
Tablet, Tablet Infantil Frozen II 64GB 4GB Ram 7 Com Caneta e Película, 564.90, Tablet Infantil Frozen II 64GB 4GB Ram 7 Com Caneta e Película.png
Tablet, Tablet M7 Wi-Fi 64Gb 4Gb Ram Nb409 + Case com Teclado Gboard, 551.91, Tablet M7 Wi-Fi 64Gb 4Gb Ram Nb409 + Case com Teclado Gboard.png
Roteadore, Roteador wifi mi router 4c, 89.99, Roteador wifi mi router 4c.png
Roteadore, Roteador wifi mi router 4a, 129.99, Roteador wifi mi router 4a.png
Roteadore, Roteador Tp-link Tl-wr840n Branco, 106.07, Roteador Tp-link Tl-wr840n Branco.png
Roteadore, Roteador Mercusys 300Mbps - MW301R, 61.19, Roteador Mercusys 300Mbps - MW301R.png
Roteadore, Roteador Wireless Intelbras RF 301K, 99.90, Roteador Wireless Intelbras RF 301K.png
Roteadore, Roteador Multilaser Re018 Dual Band 1200, 143.90, Roteador Multilaser Re018 Dual Band 1200.png
Roteadore, Roteador ZTE AC1200 Gigabit, 219.00, Roteador ZTE AC1200 Gigabit.png
Roteadore, Roteador AX3S HUAWEI WiFi, 269.00, Roteador AX3S HUAWEI WiFi.png
Roteadore, Roteador Gigabit Roteador Wifi Tenda Ac10 Dual Band Ac1200 Mbps Mu-Mimo 2.4Ghz e 5Ghz, 249.79, Roteador Gigabit Roteador Wifi Tenda Ac10 Dual Band Ac1200 Mbps Mu-Mimo 2.4Ghz e 5Ghz.png
Roteadore, Roteador Mercusys 300Mbps - MW301R, 86.24, Roteador Mercusys 300Mbps - MW301R.png
Roteadore, Roteador WiFi 1800m: Eficiência em Qualquer Voltagem, 59.66, Roteador WiFi 1800m: Eficiência em Qualquer Voltagem.png
Roteadore, Roteador Repetidor Intelbras Wifi Wireless 300Mbps Internet, 211.50, Roteador Repetidor Intelbras Wifi Wireless 300Mbps Internet.png
Roteadore, Repetidor Wifi 2800m 4 Antenas Roteador, 88.74, Repetidor Wifi 2800m 4 Antenas Roteador.png
Roteadore, Roteador onu fiberhome hg6143d, 348.23, Roteador onu fiberhome hg6143d.png
Roteadore, Roteador zte mf253l desbloqueado/vitrine com caixa, 413.00, Roteador zte mf253l desbloqueado/vitrine com caixa.png
Roteadore, Roteador wifi 4 RF301K - Intelbras, 171.10, Roteador wifi 4 RF301K - Intelbras.png
Roteadore, Roteador 5g Gx 3000 Intelbras, 1.558.70, Roteador 5g Gx 3000 Intelbras.png
Roteadore, Roteador Cube MESH AC1200 FAST Multilaser, 119.90, Roteador Cube MESH AC1200 FAST Multilaser.png
Roteadore, Roteador Wireless Intelbras RF 301K 300Mbps 2.4GHz, 128.31, Roteador Wireless Intelbras RF 301K 300Mbps 2.4GHz.png
Roteadore, Roteador Mikrotik Routerboard Hex Rb750gr3 5 Portas Giga, 520.00, Roteador Mikrotik Routerboard Hex Rb750gr3 5 Portas Giga.png
Roteadore, Intelbras roteador wifi rf 301k, 141.29, Intelbras roteador wifi rf 301k.png
Roteadore, Roteador Mercusys 300Mbps - MW301R, 92.65, Roteador Mercusys 300Mbps - MW301R.png
Roteadore, Roteador mesh wifi 6 xiaomi ax3000, 749.99, Roteador mesh wifi 6 xiaomi ax3000.png
Roteadore, Roteador 5g Gx 3000 Intelbras, 1.485.00, Roteador 5g Gx 3000 Intelbras.png
Roteadore, Roteador 5g Gx 3000 Intelbras, 1.575.00, Roteador 5g Gx 3000 Intelbras.png
Roteadore, Roteador Mikrotik RB750GR3, 628.90, Roteador Mikrotik RB750GR3.png
Roteadore, Roteador tl-wr829n(br) roteador wireless n 300 mbps - tpn0231 tp-link, 111.87, Roteador tl-wr829n(br) roteador wireless n 300 mbps - tpn0231 tp-link.png
Roteadore, Roteador twibi giga +, 552.26, Roteador twibi giga +.png
Roteadore, Roteador Mercusys Wireless MW301R 300Mbps 2 Antenas, 68.39, Roteador Mercusys Wireless MW301R 300Mbps 2 Antenas.png
Roteadore, Roteador wifi mirouter4agigaversion, 199.99, Roteador wifi mirouter4agigaversion.png
Roteadore, Roteador gigabit ac1200mbps re015 - MULTILASER, 250.00, Roteador gigabit ac1200mbps re015 - MULTILASER.png
Roteadore, Roteador Huawei Wi-Fi Ac1200 - Ws5200, 228.68, Roteador Huawei Wi-Fi Ac1200 - Ws5200.png
Roteadore, Roteador 5g Gx 3000 Intelbras, 1.752.49, Roteador 5g Gx 3000 Intelbras.png
Roteadore, Re022--roteador ac1200 gigabit multilaser 4 antenas, 223.20, Re022--roteador ac1200 gigabit multilaser 4 antenas.png
Roteadore, Roteador wireless rf 301k 300mbps ckd intelbras, 203.06, Roteador wireless rf 301k 300mbps ckd intelbras.png
Roteadore, Roteador zte ax1800 gigabit space series zt360, 665.00, Roteador zte ax1800 gigabit space series zt360.png
Roteadore, Roteador Empresarial Intelbras AP 310, 382.90, Roteador Empresarial Intelbras AP 310.png
Roteadore, Roteador Mercusys MW301R 300mbps Wireless Branco, 63.74, Roteador Mercusys MW301R 300mbps Wireless Branco.png
Roteadore, Roteador Wireless W5-2100G Intelbras, 267.89, Roteador Wireless W5-2100G Intelbras.png
Roteadore, Roteador 4G C/ Voz Amplimax - Eprl12, 742.90, Roteador 4G C/ Voz Amplimax - Eprl12.png
Roteadore, Roteador WiFi 1800m: Adapte-se a Qualquer Voltagem, 59.59, Roteador WiFi 1800m: Adapte-se a Qualquer Voltagem.png
Roteadore, Roteador gpon onu fiberhome hg6245d, 130.00, Roteador gpon onu fiberhome hg6245d.png
Roteadore, Roteador Sem Fio-N Alta Performance Inova, 132.31, Roteador Sem Fio-N Alta Performance Inova.png
Roteadore, Roteador Mercusys Ac10 Ac1200 Dual Band, 234.00, Roteador Mercusys Ac10 Ac1200 Dual Band.png
Roteadore, Roteador Dual Band AC1200 - AC10, 161.69, Roteador Dual Band AC1200 - AC10.png
Roteadore, Roteador Rbgroove52Hpn Groove Mikrotik 52 L3, 786.00, Roteador Rbgroove52Hpn Groove Mikrotik 52 L3.png
Roteadore, Roteador Wi-Fi TP-Link TL-WR829N - 300Mbps - Modos Roteador Access Point Repetidor e WISP, 201.99, Roteador Wi-Fi TP-Link TL-WR829N - 300Mbps - Modos Roteador Access Point Repetidor e WISP.png
Roteadore, Roteador gx 3000 g5 branco - INTELBRAS, 1.558.70, Roteador gx 3000 g5 branco - INTELBRAS.png
Roteadore, Repetidor Roteador: Potência Máxima Wifi, 64.11, Repetidor Roteador: Potência Máxima Wifi.png
Roteadore, Roteador Access Point INTELBRAS - AP 360, 627.75, Roteador Access Point INTELBRAS - AP 360.png
Roteadore, Roteador Mercusys 300Mbps - MW301R, 68.39, Roteador Mercusys 300Mbps - MW301R.png
Roteadore, Roteador Huawei Echolife Eg8247H5 Gpon 2.4Ghz, 504.00, Roteador Huawei Echolife Eg8247H5 Gpon 2.4Ghz.png
Roteadore, Kit Roteador Smart Mesh Fast Ethernet Positivo, 389.61, Kit Roteador Smart Mesh Fast Ethernet Positivo.png
Roteadore, Roteador Wifi 1200Mbps Mesh C/2 MW3 TENDA, 593.86, Roteador Wifi 1200Mbps Mesh C/2 MW3 TENDA.png
Roteadore, Roteador Wireless Huawei N300 WS318N - 300MBPS, 145.00, Roteador Wireless Huawei N300 WS318N - 300MBPS.png
Roteadore, Roteador Wireless 1200Mbps Intelbras ACtion rf 1200, 279.00, Roteador Wireless 1200Mbps Intelbras ACtion rf 1200.png
Roteadore, Cisco2911 Roteador de Serviços Cisco, 3.800.01, Cisco2911 Roteador de Serviços Cisco.png
Roteadore, Roteador Elsys EPRL18 35Mbps 2 Antenas, 699.90, Roteador Elsys EPRL18 35Mbps 2 Antenas.png
Roteadore, Roteador VPN de bolso com WiFi Ethernet e OpenWrt, 339.00, Roteador VPN de bolso com WiFi Ethernet e OpenWrt.png
Notebook, Notebook Gamer Acer Nitro Intel Core i5 8GB 512GB 156 144Hz IPS RTX 2050 Windows 11 ANV15-51-58QL, 4.099.01, Notebook Gamer Acer Nitro Intel Core i5 8GB 512GB 156 144Hz IPS RTX 2050 Windows 11 ANV15-51-58QL.png
Notebook, Notebook Dell Inspiron 15 Intel Core i5 8GB RAM 256GB SSD Windows 11 156” I15-I120K-A20PF + Microsoft 365, 2.924.10, Notebook Dell Inspiron 15 Intel Core i5 8GB RAM 256GB SSD Windows 11 156” I15-I120K-A20PF + Microsoft 365.png
Notebook, Notebook Samsung Galaxy Book Go Snapdragon 4GB, 1.499.00, Notebook Samsung Galaxy Book Go Snapdragon 4GB.png
Notebook, Notebook Positivo Vision C14 Intel Celeron 4GB, 1.250.10, Notebook Positivo Vision C14 Intel Celeron 4GB.png
Notebook, Notebook ASUS Vivobook 15 Pentium Gold 4GB RAM SSD, 1.574.10, Notebook ASUS Vivobook 15 Pentium Gold 4GB RAM SSD.png
Notebook, Notebook Positivo Vision C15 Intel Celeron 4GB 1, 1.394.10, Notebook Positivo Vision C15 Intel Celeron 4GB 1.png
Notebook, Notebook Samsung Galaxy Book 2 Intel Core i5 8GB, 2.609.10, Notebook Samsung Galaxy Book 2 Intel Core i5 8GB.png
Notebook, Notebook Lenovo IdeaPad 1i Intel Core i5, 2.609.10, Notebook Lenovo IdeaPad 1i Intel Core i5.png
Notebook, Notebook Lenovo IdeaPad 1i Intel Core i3 4GB RAM, 2.069.10, Notebook Lenovo IdeaPad 1i Intel Core i3 4GB RAM.png
Notebook, Notebook Samsung Galaxy Book2 Intel Core i3-1215U Windows 11 Home 8GB 256GB SSD 15.6 Full HD LED, 2.213.18, Notebook Samsung Galaxy Book2 Intel Core i3-1215U Windows 11 Home 8GB 256GB SSD 15.6 Full HD LED.png
Notebook, Notebook ASUS Vivobook 15 Intel Core i5 16GB RAM 512GB 156 Full HD KeepOS X1502ZA-BQ1808, 3.599.10, Notebook ASUS Vivobook 15 Intel Core i5 16GB RAM 512GB 156 Full HD KeepOS X1502ZA-BQ1808.png
Notebook, Notebook Asus Vivobook 15 Intel Core i3 4GB 256GB, 2.033.10, Notebook Asus Vivobook 15 Intel Core i3 4GB 256GB.png
Notebook, Notebook Acer Aspire 5 Intel Core i5 8GB RAM 256GB SSD 156” Full HD Windows 11 A515-57-55B8, 2.699.10, Notebook Acer Aspire 5 Intel Core i5 8GB RAM 256GB SSD 156” Full HD Windows 11 A515-57-55B8.png
Notebook, Notebook Acer Aspire 5 Intel Core i5 12450H 8GB RAM 512GB SSD 156” Full HD Windows 11 A515-57-565J, 2.789.10, Notebook Acer Aspire 5 Intel Core i5 12450H 8GB RAM 512GB SSD 156” Full HD Windows 11 A515-57-565J.png
Notebook, Notebook HP G9 Intel Core i3 8GB RAM 256GB SSD 156” HD Windows 11, 2.303.10, Notebook HP G9 Intel Core i3 8GB RAM 256GB SSD 156” HD Windows 11.png
Notebook, Notebook ASUS Vivobook 15 Intel Core i5 8GB RAM 512GB SSD 156 Full HD Windows 11 X1502ZA-BQ1760W, 2.609.10, Notebook ASUS Vivobook 15 Intel Core i5 8GB RAM 512GB SSD 156 Full HD Windows 11 X1502ZA-BQ1760W.png
Notebook, Notebook ASUS Vivobook X1502ZA Intel Core i5 12450H 8GB Ram 256GB SSD Linux Tela 156 FHD Silver - BQ1757, 2.193.30, Notebook ASUS Vivobook X1502ZA Intel Core i5 12450H 8GB Ram 256GB SSD Linux Tela 156 FHD Silver - BQ1757.png
Notebook, Notebook Acer Aspire 3 Intel Core i3 8GB 512GB SSD, 2.429.10, Notebook Acer Aspire 3 Intel Core i3 8GB 512GB SSD.png
Notebook, Notebook Lenovo Ultrafino IdeaPad 1 R5-7520U 8GB 512GB SSD Windows 11 15.6 82X5000GBR Cloud Grey, 2.375.12, Notebook Lenovo Ultrafino IdeaPad 1 R5-7520U 8GB 512GB SSD Windows 11 15.6 82X5000GBR Cloud Grey.png
Notebook, Notebook ASUS Vivobook Go E1504GA Intel Core i3 N305 4GB Ram 256GB SSD Linux KeepOS Tela 156 FHD Silver - NJ447, 1.771.35, Notebook ASUS Vivobook Go E1504GA Intel Core i3 N305 4GB Ram 256GB SSD Linux KeepOS Tela 156 FHD Silver - NJ447.png
Notebook, Notebook Acer Aspire 5 A515-57-57T3 Intel Core i5 12ª Windows 11 Home 8GB RAM 512GB SDD 156 Full HD, 3.199.00, Notebook Acer Aspire 5 A515-57-57T3 Intel Core i5 12ª Windows 11 Home 8GB RAM 512GB SDD 156 Full HD.png
Notebook, Notebook Asus Vivobook 15 Intel Core i5 8GB, 2.694.02, Notebook Asus Vivobook 15 Intel Core i5 8GB.png
Notebook, Notebook Dell Inspiron 15 Intel Core i3 8GB RAM, 2.564.10, Notebook Dell Inspiron 15 Intel Core i3 8GB RAM.png
Notebook, Notebook Lenovo IdeaPad 1i Intel Core i7 12GB RAM, 3.509.10, Notebook Lenovo IdeaPad 1i Intel Core i7 12GB RAM.png
Notebook, Notebook Samsung Galaxy Book Go Windows 11 Home 4GB 128GB UFS 14 Full HD LED 1.38kg, 1.799.10, Notebook Samsung Galaxy Book Go Windows 11 Home 4GB 128GB UFS 14 Full HD LED 1.38kg.png
Notebook, Notebook Dell Inspiron I15-I120K-U15P 15.6 Full HD 12ª Geração Intel Core i3 8GB 512GB SSD Linux Preto, 2.599.00, Notebook Dell Inspiron I15-I120K-U15P 15.6 Full HD 12ª Geração Intel Core i3 8GB 512GB SSD Linux Preto.png
Notebook, Notebook Asus Vivobook 15 Intel Core i3 4GB 256GB, 2.033.10, Notebook Asus Vivobook 15 Intel Core i3 4GB 256GB.png
Notebook, Notebook Dell Inspiron I15-I120K-U25P 15.6 Full HD 12ª Geração Intel Core i5 8GB 512GB SSD Linux Preto, 2.999.00, Notebook Dell Inspiron I15-I120K-U25P 15.6 Full HD 12ª Geração Intel Core i5 8GB 512GB SSD Linux Preto.png
Notebook, Notebook Vaio Intel Core i5 8GB 512GB SSD 156”, 2.789.10, Notebook Vaio Intel Core i5 8GB 512GB SSD 156”.png
Notebook, Notebook Samsung Galaxy Book2 Intel Core i3-1215U Windows 11 Home 4GB 256GB SSD 15.6 Full HD LED, 2.090.18, Notebook Samsung Galaxy Book2 Intel Core i3-1215U Windows 11 Home 4GB 256GB SSD 15.6 Full HD LED.png
Notebook, Notebook 2 em 1 HP 435-G8 AMD Ryzen 3 8GB  256GB SSD Tela de 13 Windows 11 Home 5R5A6LA, 7.330.50, Notebook 2 em 1 HP 435-G8 AMD Ryzen 3 8GB  256GB SSD Tela de 13 Windows 11 Home 5R5A6LA.png
Notebook, Notebook ASUS Vivobook 15 Intel Core i5 8GB RAM 512GB SSD 156 Full HD Windows 11 X1502ZA-BQ1760W, 2.609.10, Notebook ASUS Vivobook 15 Intel Core i5 8GB RAM 512GB SSD 156 Full HD Windows 11 X1502ZA-BQ1760W.png
Notebook, Notebook Dell Inspiron I15-I120K-M30P 15.6 Full HD 12ª Geração Intel Core i5 16GB 512GB SSD Windows 11 Preto, 3.569.00, Notebook Dell Inspiron I15-I120K-M30P 15.6 Full HD 12ª Geração Intel Core i5 16GB 512GB SSD Windows 11 Preto.png
Notebook, Notebook ASUS Vivobook M1502IA-EJ211 Ryzen7 4800H 16GB 256GB SSD Linux Keep OS 156 LED Prata, 2.957.13, Notebook ASUS Vivobook M1502IA-EJ211 Ryzen7 4800H 16GB 256GB SSD Linux Keep OS 156 LED Prata.png
Notebook, Notebook Lenovo IdeaPad 1i Intel Core i5-1235U 12GB 512GB SSD Linux 15.6 82VYS00900, 2.533.56, Notebook Lenovo IdeaPad 1i Intel Core i5-1235U 12GB 512GB SSD Linux 15.6 82VYS00900.png
Notebook, Notebook 2 em 1 Positivo Duo C4128B-3 Intel Celeron Windows 11 Home 116 - Cinza Escuro - Inclui Microsoft 365*, 1.471.08, Notebook 2 em 1 Positivo Duo C4128B-3 Intel Celeron Windows 11 Home 116 - Cinza Escuro - Inclui Microsoft 365*.png
Notebook, Notebook ASUS Vivobook M1502IA-EJ251 AMD Ryzen 5 4600H 8GB 256GB SSD Linux Keep OS 156 LED Prata, 2.348.13, Notebook ASUS Vivobook M1502IA-EJ251 AMD Ryzen 5 4600H 8GB 256GB SSD Linux Keep OS 156 LED Prata.png
